"title","instructor","guid","link","description","registration_url","registration_description","parkids","parknames","startdate","enddate","starttime","endtime","contact_phone","location","categories","coordinates","image","pubDate"
"Kids Get Cookin&#8217; + Cook Your Culture: A Cooking Workshop for Children",,"2,219,959","http://www.nycgovparks.org/events/2026/08/09/kids-get-cookin-cook-your-culture-a-cooking-workshop-for-ch","Calling all junior chefs, join the garden group at 6th Street &amp; Avenue B Garden to help create a healthy dish from a local family-inspired seasonal recipe with veggies &amp; herbs from our garden and the local greenmarket’s farmers! Age 5 &amp; up. All children under 12 must be accompanied by an adult.&nbsp;RSVP Required. Email sixbgarden@gmail.com to RSVP&nbsp;",,,,,"08/09/2026","08/09/2026","2026-08-09 12:00:00","2026-08-09 14:00:00",,"6th Street and Avenue B Community Garden","Education | Best for Kids | Food | Workshops | Gardening","40.72430038452100000, -73.98210144043000000",,"2026-08-09 00:00:04"
"Harlem Community Garden Crawl Day and Cyanotype Printing Workshop",,"2,220,188","http://www.nycgovparks.org/events/2026/08/09/harlem-community-garden-crawl-day-and-cyanotype-printing-wor","Join Garden of Love members for the Harlem Crawl Day to celebrate the beauty, diversity, and vital role of Harlem’s community gardens throughout Central Harlem! Visit participating gardens and stop by for a hands-on cyanotype printing workshop, where you’ll create beautiful botanical sun prints inspired by the plants, flowers, and stories that make these green spaces so special. Discover how art, nature, and community come together to showcase the living heart of Harlem.",,,,,"08/09/2026","08/09/2026","2026-08-09 12:00:00","2026-08-09 15:00:00",,"Garden of Love","Arts & Crafts | Nature | Tours | Workshops | Gardening","40.80438700000000000, -73.95604800000000000",,"2026-08-09 00:00:04"
"Earthing in My City",,"2,110,697","http://www.nycgovparks.org/events/2026/08/09/earthing-in-my-city","Success Garden presents a series of three literary events for parents and young children. Explore, learn, and connect with nature in East New York Brooklyn!Registration is required: RSVP on Eventbrite at bit.ly/ENYG3 as seating is limited.&nbsp;","https://www.eventbrite.com/e/earthing-in-my-city-tickets-1977406691645?aff=oddtdtcreator",,,,"08/09/2026","08/09/2026","2026-08-09 13:00:00","2026-08-09 14:30:00",,"Success Garden - East New York","Education | Games | Best for Kids | Gardening","40.66487390000000000, -73.89751010000000000",,"2026-08-09 00:00:04"
"Trees Count at Mauro Playground (Flushing Meadows Corona Park) with the Urban Park Rangers",,"2,193,052","http://www.nycgovparks.org/events/2026/08/09/trees-count-at-mauro-playground-flushing-meadows-corona-park-with-the-urban-park-rangers","Volunteer with NYC Parks for Trees Count 2025! At each event you will receive a tote bag with all the materials needed to count trees. Next, we'll provide a 30-minute training session that includes the basics of tree identification and how to measure and assess each tree. Using our Tree Census app, you’ll split up into different zones within the park to start counting trees! After completing your first training event, you are welcome to continue counting trees on your own in smaller parks across the city. Registration is required. Registration begins on July 26.",,,"Q099","Flushing Meadows Corona Park","08/09/2026","08/09/2026","2026-08-09 13:00:00","2026-08-09 15:00:00","(718) 846-2731","Park Drive East and 73rd Street (in Flushing Meadows Corona Park)","Nature | Urban Park Rangers","40.72269821167000000, -73.82700347900400000",,"2026-08-09 00:00:04"
"Trees Count at J. Hood Wright Park with the Urban Park Rangers",,"2,195,981","http://www.nycgovparks.org/events/2026/08/09/trees-count-at-j-hood-wright-park-with-the-urban-park-rangers","Volunteer with NYC Parks for Trees Count 2025! At each event you will receive a tote bag with all the materials needed to count trees. Next, we'll provide a 30-minute training session that includes the basics of tree identification and how to measure and assess each tree. Using our Tree Census app, you’ll split up into different zones within the park to start counting trees! After completing your first training event, you are welcome to continue counting trees on your own in smaller parks across the city. Registration is required. Registration begins on July 26.",,,"M099","J. Hood Wright Park","08/09/2026","08/09/2026","2026-08-09 13:00:00","2026-08-09 15:00:00","(212) 304-2277","Entrance - West 173rd Street and Fort Washington Avenue (in J. Hood Wright Park)","Nature | Urban Park Rangers","40.84545603618000000, -73.94056737423000000",,"2026-08-09 00:00:04"
"Adventure Course Free Public Sunday Afternoon Program",,"2,211,522","http://www.nycgovparks.org/events/2026/08/09/adventure-course-free-public-sunday-afternoon-program","Free programs are available on a first-come, first-served basis. Afternoon program registration takes place from 1:00pm-1:30pm. Please dress appropriately: no sandals, flip flops, or open-toed shoes are allowed. Our programs are appropriate for those ages 8 and older. The Adventure Course program lasts about two hours. Due to its popularity, we ask that you arrive at least half an hour before the start time of each program. Space is limited. A valid Photo ID is required for participants ages 18 and older.",,"Registration not required.","Q001","Alley Pond Park","08/09/2026","08/09/2026","2026-08-09 13:00:00","2026-08-09 15:00:00","(718) 217-4685","Alley Pond Adventure Course (in Alley Pond Park)","Urban Park Rangers | Adventure Courses/Rock Climbing","40.74276810329900000, -73.74112599475100000",,"2026-08-09 00:00:04"
"Hatha Flow","Yasemin Algur","2,217,509","http://www.nycgovparks.org/events/2026/08/09/hatha-flow","This outdoor class combines gentle movement and mediation to help you reconnect with your breath, body, and surroundings. Expect grounding, accessible practice focused on mindful movement, presence, and ease. All level welcome. Please bring a mat.","https://nycparks.perfectmind.com/24936/Clients/BookMe4LandingPages/Class?widgetId=15f6af07-39c5-473e-b053-96653f77a406&embed=False&redirectedFromEmbededMode=False&classId=ac4307e3-a0bb-460d-9de8-4110829e96ca&occurrenceDate=20260809","Registration has begun and ends on 8/9/2026.","B012","Brower Park","08/09/2026","08/09/2026","2026-08-09 13:00:00","2026-08-09 14:00:00",,"Brower Park Lawn (in Brower Park)","Fitness | Shape Up NYC | Outdoor Fitness | Exercise Classes | Yoga & Pilates Classes","40.67348732936500000, -73.94283443689300000",,"2026-08-09 00:00:04"
"Second Sunday Castle Tours",,"2,217,975","http://www.nycgovparks.org/events/2026/08/09/second-sunday-castle-tours","The Bayside Historical Society's staff and volunteers are offering guided tours of The Castle and its exhibitions on the second Sunday of each month from 1pm-3pm. Each tour lasts approximately 45 minutes; two tours are offered, with the first beginning at 1:00 PM and the second at 2:00 PM. Admission is free, but reservations are required. Reserve your spot in advance for the August 9th tour by booking your free tickets at www.baysidehistorical.org/events-1/second-sunday-castle-tours-25.The Castle in Fort Totten is one of New York City's finest surviving examples of Gothic Revival castellated-style architecture. Completed in 1887, the building originally served as the Officers' Mess Hall and Club for the U.S. Army Corps of Engineers School of Application. Come explore this architectural treasure in Bayside and learn more about its fascinating history.&nbsp;","https://www.baysidehistorical.org/events-1/second-sunday-castle-tours-25","Admission is free, but reservations are required.","Q458","Fort Totten Park","08/09/2026","08/09/2026","2026-08-09 13:00:00","2026-08-09 15:00:00","718-352-1548","Bayside Historical Society (in Fort Totten Park)","History | Tours | It's My Park | Talks","40.79223564402500000, -73.77775144577000000","http://www.nycgovparks.org/common_images/events/6a6b984a88b14.jpeg","2026-08-09 00:00:04"
"Jazz in the Park at Ralph Ellison",,"2,153,677","http://www.nycgovparks.org/events/2026/08/09/jazz-in-the-park-at-ralph-ellison","Berta Indeed presents “Let the Music Play”, community jazz concerts featuring an array of local musicians and vocalists.",,,,,"08/09/2026","08/09/2026","2026-08-09 14:00:00","2026-08-09 17:00:00","(212) 870-3089","Ralph Ellison Plaza","Concerts | Free Summer Concerts","40.83034810000000000, -73.94995950000000000","http://www.nycgovparks.org/common_images/events/69cfc9fd03f51.jpg","2026-08-09 00:00:04"
"Hudson Classical Theater Company presents: The Dancing Men",,"2,172,916","http://www.nycgovparks.org/events/2026/08/09/hudson-classical-theater-company-presents-the-dancing-men","The Hudson Classical Theater Company Presents The Dancing Men: A Sherlock Holmes Mystery written by Susane Lee, adapted from the short story by Sir Arthur Conan Doyle, and directed by Susane Lee and Nicholas Martin-Smith.Hilton Cubitt seeks the help of Sherlock Holmes when he comes across a series of mysterious stick figure drawings resembling “dancing men” about his garden. These drawings are linked to his wife, Elsie Patrick, an American woman who harbors a secret past. Holmes needs to decipher these ""dancing men"" before tragedy strikes.&nbsp;The Dancing Men runs July 23rd&nbsp;- August 16th. All shows are Thursdays to Sundays at 6:30pm. No reservations--arrive by 6:15pm for a good seat. Cushions provided. Hudson Classical Theater Company Shows are “Pay What You Can.”&nbsp; Audience donations help pay for artists stipends and production costs.&nbsp;Directions to The Soldiers’ &amp; Sailors’ Monument:Subways: Take the 1 to West 86 or West 96, or take the 2 to West 96.&nbsp; Walk west towards Riverside Park. You can enter the park at West 89th street or take the entrance at West 91st Street.&nbsp; You will see the Soldiers’ and Sailors’ Monument.&nbsp; Take the path to the right of the monument (not the one closest to the river). Walk around the path and you will be BEHIND the monument where audiences will be seated.&nbsp;",,,"M072","Riverside Park","08/09/2026","08/09/2026","2026-08-09 18:30:00","2026-08-09 20:30:00",,"Soldiers' and Sailors' Monument (in Riverside Park)","Theater | Free Summer Theater","40.79199981689500000, -73.97899627685500000",,"2026-08-09 00:00:04"
"Wheel Fun Rentals Celebrates America's 250th with Patriotic LED Bike Ride",,"2,195,713","http://www.nycgovparks.org/events/2026/08/09/wheel-fun-rentals-celebrates-americas-250th-with-patriotic-led-bike-ride","Wheel Fun Rentals at Boathouse Row is lighting up summer nights in patriotic style as it celebrates America's 250th anniversary with special Red, White &amp; Blue LED Illuminated Surrey Night Rides. Patriotic Surrey Nights Rides are available now and will run through Labor Day Weekend at their Bensonhurst Park and FDR Boardwalk at Sand Lane bike rental locations.For the summer-long celebration, Wheel Fun Rentals has transformed its popular LED-illuminated specialty bikes into dazzling patriotic attractions featuring custom red, white, and blue lighting. Families, couples, and friends can cruise along two of New York City's scenic waterfronts while celebrating America's historic 250th birthday.On July 4th, guests can make the holiday even more memorable by riding to waterfront viewing areas for spectacular fireworks displays. Launching from Bensonhurst Park in Brooklyn, riders can enjoy the festive atmosphere along the waterfront bike path with views across New York Harbor. On Staten Island, guests can pedal along the FDR Boardwalk, where the waterfront provides a scenic setting to take in the evening's Independence Day celebrations and fireworks over the harbor.Night Rides are first-come, first-served and available Friday – Sundays and holidays beginning at sunset until 10pm, last 1-hour rental goes out at 9pm. Pricing is $29 for a Single Surrey (seats up to 3 adults and 2 small children), and $39 for a Double Surrey (seats up to 6 adults and 2 small children).For additional location information, current hours of operation, and to learn more about Wheel Fun Rentals available recreational rental options, visit wheelfunrentals.com/NYC.","http://wheelfunrentals.com/NYC",,"Q099, R046, B057, B007","Flushing Meadows Corona Park, Franklin D. Roosevelt Boardwalk and Beach, Marine Park, Bensonhurst Park","08/09/2026","08/09/2026","2026-08-09 20:00:00","2026-08-09 22:00:00","(805) 650-7770","Meadow Lake North (in Flushing Meadows Corona Park),Sand Lane and Father Capadanno Boulevard (in Franklin D. Roosevelt Boardwalk and Beach),Marine Park,Bensonhurst Park,David Dinkins Circle (in Flushing Meadows Corona Park)","Games | Fourth of July","40.74060058593750000, -73.84069824218750000; 40.59040069580100000, -74.06659698486300000; 40.60272115863300000, -73.92570495605500000; 40.59730148315400000, -74.00080108642600000; 40.75100893780300000, -73.84288311004600000","http://www.nycgovparks.org/common_images/events/6a3a8fe10f864.jpg","2026-08-09 00:00:04"
